epoch,accuracy,loss,val_accuracy,val_loss
0,0.5261101126670837,1.754746675491333,0.7892904877662659,0.5913338661193848
1,0.8929542899131775,0.31522929668426514,0.9101955890655518,0.2857028543949127
2,0.938010036945343,0.18870817124843597,0.9386032819747925,0.1907777041196823
3,0.9598099589347839,0.12902843952178955,0.9447938203811646,0.18149439990520477
4,0.9599632024765015,0.12777259945869446,0.9467150568962097,0.1860600709915161
